Lektion,Deutsch,Turkisch,Arabisch (العربية),Farsi (فارسی),Kurdisch (Kurmancî),Ukrainisch (Українська),Englisch,Beispiel Satz
8,die Kohlensäure,Karbondioksit / Asit,حمض الكربونيك,اسید کربنیک,Gaz,вуглекислота,carbonic acid,"Er trinkt sein Mineralwasser am liebsten ohne Kohlensäure, da es für ihn bekömmlicher ist."
8,die Konsistenz,Kıvam,قوام,غلظت / پایداری,Qewam,консистенція,consistency,"Die Sauce hat genau die richtige Konsistenz, sie ist weder zu flüssig noch zu dickflüssig geworden."
8,"die Mikrowelle, -n",Mikrodalga,ميكروويف,مایکروویو,Mîkrodalga,мікрохвильова піч,microwave,"Wenn es schnell gehen muss, erwärmt er sein Mittagessen einfach kurz in der Mikrowelle."
8,"der Strauch, -¨er",Çalı / Bodur ağaç,شجيرة,بوته,Devî,чагарник,shrub,An dem großen Strauch vor dem Fenster wachsen im Sommer wunderschöne rote Beeren.
8,die Vielfalt (Sg.),Çeşitlilik,تنوع,تنوع,Pirrengî,різноманітність,diversity,Die biologische Vielfalt in diesem Naturschutzgebiet ist beeindruckend und muss geschützt werden.
8,anbauen,Yetiştirmek (tarım),يزرع,کاشتن,Çandin,вирощувати,to cultivate,"Mein Großvater liebt es, in seinem eigenen Garten biologisches Gemüse selbst anzubauen."
8,erzeugen,Üretmek,ينتج,تولید کردن,Hilberandin,виробляти,to produce,Dieser Bauernhof erzeugt seinen Strom mithilfe einer modernen Photovoltaikanlage auf dem Dach.
8,verschwenden,İsraf etmek,يضيع / يبذر,هدر دادن,Bela kirin,марнувати,to waste,"Wir sollten keine Lebensmittel verschwenden, da ihre Produktion viel Energie und Wasser kostet."
8,ertragreich,Verimli / Bereketli,وفير الإنتاج,پرمحصول,Bi xêr û bêr,урожайний,productive / high-yield,Dank des guten Wetters und der neuen Düngemethode war die Ernte in diesem Jahr sehr ertragreich.
8,prickelnd,Gıdıklayıcı / Kabarcıklı,فوار / مثير,گازدار / هیجان‌انگیز,Bi gaz,ігристий / збудливий,sparkling / tingling,Ein Glas prickelnder Sekt ist bei festlichen Empfängen oft die erste Wahl zur Begrüßung.
8,roh,Çiğ,خام,خام,Kal,сирий,raw,"Manche Gemüsesorten, wie zum Beispiel Karotten, schmecken roh oft besser als gekocht."
8,"die Abbildung, -en",Şekil / Resim,رسم توضيحي,تصویر / شکل,Wêne,зображення / ілюстрація,illustration,In der Abbildung 3 auf Seite 12 sieht man deutlich den Aufbau einer pflanzlichen Zelle.
8,"das Aroma, -en",Aroma / Tat,نكهة,رایحه,Tehm,аромат,aroma,"Gewürze wie Zimt und Nelken verleihen dem Gebäck ein ganz besonderes, weihnachtliches Aroma."
8,"die Entschädigung, -en",Tazminat,تعويض,غرامت,Tezmînat,відшкодування / компенсація,compensation,Nach dem Flugausfall forderte der Passagier eine finanzielle Entschädigung von der Fluggesellschaft.
8,"das Konzentrat, -e",Konsantre,مركز,عصاره,Konsantre,концентрат,concentrate,Man sollte das Fruchtentsaft-Konzentrat vor dem Trinken unbedingt mit reichlich Wasser verdünnen.
8,die Mindesthaltbarkeit,Son kullanma tarihi (min.),الحد الأدنى للصلاحية,حداقل ماندگاری,Dema mayînê,мінімальний термін придатності,shelf life,"Das Datum der Mindesthaltbarkeit garantiert die Qualität, bedeutet aber nicht, dass das Produkt danach sofort schlecht ist."
8,"die Täuschung, -en",Aldatma / Yanılsama,خداع,فریب,Xapandin,обман / ілюзія,deception,Die Verbraucherzentrale warnt vor der Täuschung durch irreführende Bilder auf Lebensmittelverpackungen.
8,"die Verpackung, -en",Ambalaj,تغليف,بسته‌بندی,Pakêt,упаковка,packaging,"Wir sollten beim Einkaufen darauf achten, Produkte mit möglichst wenig Verpackung zu wählen."
8,"der Widerspruch, -¨e",Çelişki / İtiraz,تناقض / اعتراض,تضاد / مخالفت,Dijberî,протиріччя,contradiction,"In seiner Argumentation gibt es einen deutlichen Widerspruch, den er bisher nicht erklären konnte."
8,auflisten,Listelemek,يدرج في قائمة,فهرست کردن,Rêz kirin,складати список,to list,In diesem Bericht werden alle Vorteile der neuen Technologie übersichtlich für den Kunden aufgelistet.
8,in die Irre führen,Yanıltmak,يضلل,به اشتباه انداختن,Şaş kirin,вводити в оману,to mislead,"Manche Werbeversprechen sollen den Kunden bewusst in die Irre führen, um den Absatz zu steigern."
8,einer Bitte nachkommen,Bir ricayı yerine getirmek,يلبي طلباً,اجابت کردن درخواست,Daxwazek bi cih anîn,виконати прохання,to comply with a request,"Die Schulleitung ist der Bitte der Eltern nachgekommen, einen schattigen Spielplatz zu bauen."
8,allergisch,Alerjik,حساس,آلرژیک,Alerjîk,алергічний,allergic,"Er reagiert extrem allergisch auf Nüsse, weshalb er beim Essen immer sehr vorsichtig sein muss."
8,schlüssig,Mantıklı / İnandırıcı,منطقي / مقنع,منطقی / متقاعدکننده,Bi mantiq,переконливий / логічний,conclusive / logical,Seine Erklärung für die Verspätung klang absolut schlüssig und wurde von allen akzeptiert.
8,meines Erachtens,Bence / Benim görüşüme göre,من وجهة نظري,به نظر من,Li gorî min,на мою думку,in my opinion,"Meines Erachtens ist dies die beste Lösung für das Problem, die uns derzeit zur Verfügung steht."
8,"die Abfalltonne, -n",Çöp kutusu,حاوية نفايات,سطل زباله,Çop,сміттєвий бак,garbage can,Bitte werfen Sie Ihren Müll direkt in die dafür vorgesehene Abfalltonne vor dem Gebäude.
8,"der Ablauf, -¨e",Akış / Süreç,سير العمل / انتهاء,روند / انقضا,Pêvajo,перебіг / закінчення терміну,process / expiration,Der reibungslose Ablauf der Veranstaltung war nur durch die gute Teamarbeit aller Beteiligten möglich.
8,"die Studie, -n",Çalışma / Araştırma,دراسة,مطالعه / تحقیق,Lêkolîn,дослідження,study,Eine neue Studie belegt den Zusammenhang zwischen Bewegung und geistiger Gesundheit im Alter.
8,"die Tonne, -n",Ton (ölçü) / Varil,طن / برميل,تن,Ton,тонна,ton,In Deutschland werden jedes Jahr mehrere Millionen Tonnen Lebensmittel weggeworfen.
8,der Überfluss (Sg.),Bolluk,وفرة,فراوانی,Pirrî,надлишок,abundance / surplus,"In unserer Gesellschaft leben wir im materiellen Überfluss, während andere um ihr Überleben kämpfen."
8,der Umgang (Sg.),İlişki / Kullanma,تعامل,معاشرت / رفتار,Têkilî,поводження / спілкування,handling / dealing,Der verantwortungsbewusste Umgang mit natürlichen Ressourcen ist die Aufgabe unserer Generation.
8,das Verfallsdatum,Son kullanma tarihi,تاريخ انتهاء الصلاحية,تاریخ انقضا,Dema xilasbûnê,дата закінчення терміну придатності,expiration date,"Produkte, deren Verfallsdatum bereits überschritten ist, sollten aus Sicherheitsgründen entsorgt werden."
8,die Verunsicherung,Güvensizlik / Tedirginlik,حيرة / قلق,بلاتکلیفی,Bêewlehî,невпевненість / збентеження,uncertainty,Die widersprüchlichen Informationen in den Medien führten zu einer großen Verunsicherung der Bürger.
8,die Verschwendung,İsraf,تبذير,ریخت و پاش,Bela kirin,марнотратство,waste,Die Verschwendung von Wasser ist in trockenen Regionen ein ernsthaftes ökologisches Problem.
8,"der Vorrat, -¨e",Stok / Yedek,مخزون,موجودی / ذخیره,Stok,запас,stock / supply,"Wir haben einen ausreichenden Vorrat an Mehl und Zucker im Schrank, falls wir am Sonntag backen wollen."
8,sich etwas leisten,Bir şeyi yapmaya gücü yetmek,يتحمل تكلفة شيء,از عهده مخارج برآمدن,Karîn,дозволити собі щось,to afford sth.,"Wenn er befördert wird, möchte er sich endlich den lang ersehnten Urlaub in Japan leisten."
8,überschreiten,Aşmak / Geçmek,يتجاوز,فراتر رفتن,Derbas kirin,перевищувати,to exceed,Die Kosten für das neue Projekt dürfen das festgelegte Budget auf keinen Fall überschreiten.
8,vernichten,Yok etmek,يدمر / يبيد,نابود کردن,Tune kirin,знищувати,to destroy,Durch das schwere Unwetter wurde ein Großteil der Getreideernte auf den Feldern völlig vernichtet.
8,verwirren,Şaşırtmak / Kafasını karıştırmak,يربك,گیج کردن,Tevlîhev kirin,бентежити / заплутувати,to confuse,Die vielen verschiedenen Hinweisschilder am Flughafen haben die Touristen sichtlich verwirrt.
8,genießbar,Yenilebilir / İçilebilir,صالح للأكل,خوردنی,Xwarbar,їстівний,edible,"Obwohl der Apfel eine kleine Druckstelle hat, ist er immer noch vollkommen genießbar."
8,verderblich,Çabuk bozulan,سريع التلف,فاسدشدنی,Xerabbar,"такий, що швидко псується",perishable,Frischer Fisch ist ein leicht verderbliches Lebensmittel und muss daher ständig gekühlt werden.
8,vermeidbar,Önlenilebilir,يمكن تجنبه,قابل اجتناب,Pêşîgirtî,"такий, якого можна уникнути",avoidable,Viele Unfälle im Haushalt wären durch einfache Sicherheitsmaßnahmen leicht vermeidbar gewesen.
8,"das Nutztier, -e",Besi hayvanı,حيوان منزلي نافع,حیوان اهلی سودمند,Heywanê sûdewar,свійська тварина,livestock,Die Haltungsbedingungen für Nutztiere werden von Tierschützern immer wieder scharf kritisiert.
8,aufmerksam machen auf,...ye dikkat çekmek,يلفت الانتباه إلى,متوجه کردن به,Bala yekî kişandin ser,привертати увагу до,to draw attention to,Mit dieser Plakataktion möchte der Verein auf das Problem der Obdachlosigkeit aufmerksam machen.
8,etwas spricht einen an,Bir şeyin birine hitap etmesi,شيء يروق لشخص,چیزی به دل کسی نشستن,Bi dilê yekî bûn,щось комусь подобається,sth. appeals to s.o.,"Das moderne Design des neuen Elektroautos spricht vor allem junge, urbane Käufer an."
8,maßvoll,Ölçülü,معتدل,متعادل,Bi pîvan,поміркований,moderate,Ein maßvoller Umgang mit digitalen Medien ist für die Entwicklung von Kindern von großer Bedeutung.
8,jemandem etwas überlassen,Bir şeyi birine bırakmak,يترك شيئاً لشخص,چیزی را به کسی سپردن,Hiştin bo yekî,залишати щось комусь,to leave sth. to s.o.,"Da sie in Urlaub fährt, hat sie ihrer Nachbarin den Schlüssel zu ihrer Wohnung überlassen."
8,bedürftig,Muhtaç,محتاج,نیازمند,Hewcedar,нужденний,needy,Die Hilfsorganisation verteilt Kleidung und warme Decken an bedürftige Menschen in der Stadt.
9,wissenschaftlich,Bilimsel,علمي,علمی,Zanistî,науковий,scientific,Die Arbeit muss nach strengen wissenschaftlichen Kriterien verfasst und belegt werden.
9,der Arbeitsaufwand,İş yükü / Çalışma çabası,مجهود العمل,حجم کار,Ked / Xebat,обсяг роботи,workload,Der zeitliche Arbeitsaufwand für die Vorbereitung der Masterarbeit wird oft unterschätzt.
9,"der Aufsatz, -¨e",Makale / Kompozisyon,مقالة / إنشاء,مقاله / انشا,Nivîsar,стаття / есе,essay / article,Er schrieb einen brillanten Aufsatz über die soziologischen Folgen der Globalisierung.
9,"der Dozent, -en",Öğretim görevlisi / Doçent,محاضر / أستاذ جامعي,مدرس دانشگاه,Mamosteyê zanîngehê,доцент / викладач,lecturer,"Der Dozent forderte die Studenten dazu auf, während des Seminars aktiv Fragen zu stellen."
9,"die Facharbeit, -en",Dönem ödevi / Uzmanlık ödevi,بحث تخصصي,کار تحقیقی,Karê zanistî,курсова робота,specialist paper,In der Oberstufe müssen die Schüler eine umfangreiche Facharbeit zu einem Thema ihrer Wahl schreiben.
9,die Fachliteratur,Mesleki literatür,مؤلفات تخصصية,منابع تخصصی,Wêjeya pisporî,спеціальна література,specialist literature,Für meine Recherche musste ich viele Stunden lang in der Bibliothek aktuelle Fachliteratur wälzen.
9,"die Gliederung, -en",Plan / Taslak / Yapılandırma,هيكلية / تقسيم,سرفصل / ساختار,Plana nivîsê,план / структура,outline / structure,"Bevor man mit dem Schreiben beginnt, sollte man eine logische Gliederung des Textes erstellen."
9,"die Hausarbeit, -en",Ev ödevi (Üniv.),بحث منزلي جامعي,تکلیف پژوهشی,Karê malê,домашня письмова робота,term paper,"In diesem Semester muss ich drei Hausarbeiten abgeben, was momentan sehr stressig ist."
9,"der Hörsaal, -¨e",Amfi,قاعة محاضرات,تالار سخنرانی,Amfî,лекційна зала,lecture hall,"Der Hörsaal war bis auf den letzten Platz gefüllt, als der berühmte Professor seinen Vortrag hielt."
9,"die Klausur, -en",Yazılı sınav,امتحان تحريري,آزمون کتبی,Ezmûna nivîskî,письмова екзаменаційна робота,written exam,Die Ergebnisse der Mathematik-Klausur werden voraussichtlich erst in zwei Wochen bekannt gegeben.
9,"der Kommilitone, -n",Okul arkadaşı (Üniv.),زميل دراسة,هم‌دانشگاهی (مرد),Hevalê zanîngehê,однокурсник,fellow student (male),"Ich lerne oft gemeinsam mit meinen Kommilitonen in der Bibliothek, um mich auf Prüfungen vorzubereiten."
9,"die Kommilitonin, -nen",Okul arkadaşı (Kadın),زميلة دراسة,هم‌دانشگاهی (زن),Hevala zanîngehê,однокурсниця,fellow student (female),"Meine Kommilitonin hat mir netterweise ihre Notizen aus der Vorlesung geliehen, da ich krank war."
9,die Lehrveranstaltung,Ders / Seminer (etkinlik),حصة دراسية,واحد درسی / کلاس,Ders / Çalakî,навчальне заняття,course / class,Die Universität bietet in diesem Fachbereich eine Vielzahl an interessanten Lehrveranstaltungen an.
9,"die Mensa, die Mensen",Üniversite yemekhanesi,مطعم جامعي,سلف دانشگاه,Xwarinxaneya zanîngehê,студентська їдальня,cafeteria,"Das Essen in der Mensa ist für Studenten zwar günstig, aber qualitativ leider nicht immer überzeugend."
9,"das Studienfach, -¨er",Öğrenim dalı / Bölüm,فرع دراسي,رشته تحصیلی,Beşa xwendinê,навчальний предмет,field of study,"Man sollte ein Studienfach wählen, das den eigenen Talenten und Interessen wirklich entspricht."
